Year,Area,Economic activity,Size of establishment,Division of industry,Level of education IT personal (Total),Lower high vocational,High vocational certificate,Bachelor's degree,Master's degree,Doctorate and higher degree
2020,1) Municipal Area,"01) Libraries, archives, museums    and other cultural",01) 1 - 10 persons,"91) Libraries, archives, museums and other cultural activities",1.5,0.0,0.0,1.5,0.0,0.0
2020,1) Municipal Area,"01) Libraries, archives, museums    and other cultural",01) 1 - 10 persons,Total,1.5,0.0,0.0,1.5,0.0,0.0
2020,1) Municipal Area,"01) Libraries, archives, museums    and other cultural",02) 11 - 15 persons,"91) Libraries, archives, museums and other cultural activities",0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,"01) Libraries, archives, museums    and other cultural",02) 11 - 15 persons,Total,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,"01) Libraries, archives, museums    and other cultural",03) 16 - 25 persons,"91) Libraries, archives, museums and other cultural activities",0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,"01) Libraries, archives, museums    and other cultural",03) 16 - 25 persons,Total,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,"01) Libraries, archives, museums    and other cultural",04) 26 - 30 persons,"91) Libraries, archives, museums and other cultural activities",0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,"01) Libraries, archives, museums    and other cultural",04) 26 - 30 persons,Total,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,"01) Libraries, archives, museums    and other cultural",05) 31 - 50 persons,"91) Libraries, archives, museums and other cultural activities",1.0,0.0,0.0,1.0,0.0,0.0
2020,1) Municipal Area,"01) Libraries, archives, museums    and other cultural",05) 31 - 50 persons,Total,1.0,0.0,0.0,1.0,0.0,0.0
2020,1) Municipal Area,"01) Libraries, archives, museums    and other cultural",06) 51 -  200 persons,"91) Libraries, archives, museums and other cultural activities",4.2857,0.0,0.0,4.2857,0.0,0.0
2020,1) Municipal Area,"01) Libraries, archives, museums    and other cultural",06) 51 -  200 persons,Total,4.2857,0.0,0.0,4.2857,0.0,0.0
2020,1) Municipal Area,"01) Libraries, archives, museums    and other cultural",07) More than 200 persons,"91) Libraries, archives, museums and other cultural activities",8.0,2.0,2.0,4.0,0.0,0.0
2020,1) Municipal Area,"01) Libraries, archives, museums    and other cultural",07) More than 200 persons,Total,8.0,2.0,2.0,4.0,0.0,0.0
2020,1) Municipal Area,"01) Libraries, archives, museums    and other cultural",Total,"91) Libraries, archives, museums and other cultural activities",14.7857,2.0,2.0,10.7857,0.0,0.0
2020,1) Municipal Area,"01) Libraries, archives, museums    and other cultural",Total,Total,14.7857,2.0,2.0,10.7857,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,10) Manufacture of food products,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,11) Manufacture of beverages,17.1591,17.1591,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,12) Manufacture of tobacco products,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,13) Manufacture of textiles,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,14) Manufacture of wearing apparel,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,15) Manufacture of leather and related products,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,"16) Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,17) Manufacture of paper and paper products,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,18) Printing and reproduction of recorded media,667.4352,0.0,258.2031,409.2323,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,19) Manufacture of coke and refined petroleum products,8.3333,5.0,1.6667,1.6667,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,20) Manufacture of chemicals and chemical products,10.16,0.0,0.0,10.16,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,"21) Manufacture of pharmaceuticals, medicinal chemical and botanical products",0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,22) Manufacture of rubber and plastics products,31.75,0.0,0.0,31.75,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,23) Manufacture of other non-metallic mineral products,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,24) Manufacture of basic metals,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,"25) Manufacture of fabricated metal products, except machinery and equipment",0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,"26) Manufacture of computer, electronic and optical products",35.0182,0.0,0.0,35.0182,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,27) Manufacture of electrical equipment,4.5333,0.0,0.0,4.5333,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,28) Manufacture of machinery and equipment n.e.c.,82.0954,0.0,7.7586,74.3367,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,"29) Manufacture of motor vehicles, trailers and semi-trailers",16.2286,0.0,0.0,16.2286,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,30) Manufacture of other transport equipment,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,31) Manufacture of furniture,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,32) Other manufacturing,114.2257,0.0,0.0,114.2257,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,33) Repair and installation of machinery and equipment,44.5682,0.0,0.0,44.5682,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,37) Sewerage,3.0,0.0,0.0,3.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,"38) Waste collection, treatment and disposal activities; materials recovery",21.9877,2.7619,0.0,19.2258,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,39) Remediation activities and other waste management services,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,Total,1056.4947,24.921,267.6284,763.9455,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,10) Manufacture of food products,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,11) Manufacture of beverages,6.4285,0.0,0.0,6.4285,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,12) Manufacture of tobacco products,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,13) Manufacture of textiles,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,14) Manufacture of wearing apparel,36.4444,0.0,0.0,36.4444,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,15) Manufacture of leather and related products,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,"16) Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,17) Manufacture of paper and paper products,29.5,0.0,14.75,14.75,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,18) Printing and reproduction of recorded media,204.9333,21.6842,45.7426,124.3915,13.1148,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,19) Manufacture of coke and refined petroleum products,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,20) Manufacture of chemicals and chemical products,9.525,0.0,0.0,9.525,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,"21) Manufacture of pharmaceuticals, medicinal chemical and botanical products",0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,22) Manufacture of rubber and plastics products,14.9365,0.0,6.7143,8.2222,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,23) Manufacture of other non-metallic mineral products,4.95,0.0,0.0,4.95,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,24) Manufacture of basic metals,2.0,0.0,0.0,2.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,"25) Manufacture of fabricated metal products, except machinery and equipment",54.9684,0.0,39.2842,15.6842,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,"26) Manufacture of computer, electronic and optical products",0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,27) Manufacture of electrical equipment,15.0,0.0,0.0,15.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,28) Manufacture of machinery and equipment n.e.c.,19.0193,0.0,4.25,14.7693,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,"29) Manufacture of motor vehicles, trailers and semi-trailers",13.2143,0.0,5.2857,7.9286,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,30) Manufacture of other transport equipment,3.5,0.0,0.0,3.5,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,31) Manufacture of furniture,4.5714,0.0,0.0,4.5714,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,32) Other manufacturing,24.0,0.0,0.0,24.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,33) Repair and installation of machinery and equipment,17.3333,0.0,0.0,17.3333,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,37) Sewerage,13.5,0.0,6.0,6.0,1.5,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,"38) Waste collection, treatment and disposal activities; materials recovery",1.0,0.0,0.0,1.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,Total,474.8244,21.6842,122.0268,316.4984,14.6148,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,10) Manufacture of food products,26.8645,0.0,0.0,21.2645,5.6,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,11) Manufacture of beverages,17.9,0.0,0.0,15.7,2.2,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,12) Manufacture of tobacco products,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,13) Manufacture of textiles,5.5,0.0,0.0,5.5,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,14) Manufacture of wearing apparel,8.8889,0.0,0.0,8.8889,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,15) Manufacture of leather and related products,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,"16) Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",5.3684,0.0,0.0,5.3684,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,17) Manufacture of paper and paper products,15.2857,0.0,9.6429,5.6429,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,18) Printing and reproduction of recorded media,235.3245,0.0,82.7898,150.0902,2.4444,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,19) Manufacture of coke and refined petroleum products,2.6666,0.0,0.0,2.6666,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,20) Manufacture of chemicals and chemical products,50.4595,0.0,10.8204,39.639,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,"21) Manufacture of pharmaceuticals, medicinal chemical and botanical products",0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,22) Manufacture of rubber and plastics products,30.5944,0.0,5.3636,18.9231,6.3077,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,23) Manufacture of other non-metallic mineral products,66.4221,0.0,32.3214,34.1007,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,24) Manufacture of basic metals,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,"25) Manufacture of fabricated metal products, except machinery and equipment",98.9231,26.5385,0.0,53.8846,0.0,18.5
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,"26) Manufacture of computer, electronic and optical products",9.0,0.0,0.0,9.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,27) Manufacture of electrical equipment,75.1667,4.2,41.4889,29.4778,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,28) Manufacture of machinery and equipment n.e.c.,26.7421,0.0,5.8105,20.9316,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,"29) Manufacture of motor vehicles, trailers and semi-trailers",7.7143,0.0,0.0,7.7143,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,30) Manufacture of other transport equipment,1.75,0.0,0.0,1.75,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,31) Manufacture of furniture,36.7159,0.0,12.5454,24.1705,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,32) Other manufacturing,49.4378,0.0,9.3555,35.2251,0.0,4.8571
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,33) Repair and installation of machinery and equipment,17.2222,3.4444,3.4444,6.8888,3.4444,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,37) Sewerage,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,"38) Waste collection, treatment and disposal activities; materials recovery",0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,Total,787.9467,34.1829,213.5828,496.827,19.9965,23.3571
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,10) Manufacture of food products,33.125,0.0,14.0,19.125,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,11) Manufacture of beverages,2.0,0.0,0.0,2.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,13) Manufacture of textiles,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,14) Manufacture of wearing apparel,57.0,0.0,10.5,46.5,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,15) Manufacture of leather and related products,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,"16) Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",21.1,6.3333,2.1,12.6667,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,17) Manufacture of paper and paper products,5.0,0.0,0.0,5.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,18) Printing and reproduction of recorded media,65.3571,5.2143,10.4286,49.7143,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,19) Manufacture of coke and refined petroleum products,2.0,0.0,0.0,2.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,20) Manufacture of chemicals and chemical products,50.4583,0.0,8.0,42.4583,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,"21) Manufacture of pharmaceuticals, medicinal chemical and botanical products",0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,22) Manufacture of rubber and plastics products,25.7667,14.0667,9.8,1.9,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,23) Manufacture of other non-metallic mineral products,3.2857,0.0,0.0,3.2857,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,24) Manufacture of basic metals,3.3333,0.0,0.0,3.3333,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,"25) Manufacture of fabricated metal products, except machinery and equipment",5.5,0.0,5.5,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,"26) Manufacture of computer, electronic and optical products",13.0,0.0,8.6667,4.3333,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,27) Manufacture of electrical equipment,33.4334,0.0,4.8889,23.5,5.0444,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,28) Manufacture of machinery and equipment n.e.c.,13.6666,0.0,4.2222,9.4444,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,"29) Manufacture of motor vehicles, trailers and semi-trailers",0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,30) Manufacture of other transport equipment,1.75,0.0,0.0,1.75,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,31) Manufacture of furniture,30.9821,0.0,11.875,16.7321,2.375,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,32) Other manufacturing,13.375,0.0,1.0,12.375,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,33) Repair and installation of machinery and equipment,2.4,0.0,0.0,2.4,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,37) Sewerage,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,"38) Waste collection, treatment and disposal activities; materials recovery",0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,Total,382.5332,25.6143,90.9814,258.5181,7.4194,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,10) Manufacture of food products,58.5361,13.9333,0.0,37.9027,6.7,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,11) Manufacture of beverages,17.2,3.2,5.4,8.6,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,12) Manufacture of tobacco products,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,13) Manufacture of textiles,29.091,0.0,5.8182,17.4546,5.8182,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,14) Manufacture of wearing apparel,14.0,0.0,2.4,11.6,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,15) Manufacture of leather and related products,23.131,4.7143,6.7222,11.6944,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,"16) Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",11.819,0.0,8.6095,3.2095,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,17) Manufacture of paper and paper products,46.2727,0.0,0.0,43.0909,3.1818,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,18) Printing and reproduction of recorded media,138.9364,0.0,31.0398,92.2318,15.6648,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,19) Manufacture of coke and refined petroleum products,1.5,0.0,0.0,1.5,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,20) Manufacture of chemicals and chemical products,136.1667,8.0,18.6667,109.5,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,"21) Manufacture of pharmaceuticals, medicinal chemical and botanical products",30.1818,0.0,4.3636,25.8182,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,22) Manufacture of rubber and plastics products,124.5789,0.0,26.6667,87.5965,10.3158,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,23) Manufacture of other non-metallic mineral products,9.2,0.0,0.0,9.2,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,24) Manufacture of basic metals,3.619,0.0,0.0,3.619,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,"25) Manufacture of fabricated metal products, except machinery and equipment",72.9648,0.0,29.5263,35.2456,8.193,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,"26) Manufacture of computer, electronic and optical products",27.2223,0.0,0.0,27.2223,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,27) Manufacture of electrical equipment,13.5,0.0,0.0,13.5,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,28) Manufacture of machinery and equipment n.e.c.,16.1167,0.0,3.0,13.1167,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,"29) Manufacture of motor vehicles, trailers and semi-trailers",15.5,0.0,0.0,15.5,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,30) Manufacture of other transport equipment,16.5,0.0,1.25,15.25,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,31) Manufacture of furniture,27.7714,2.1,2.3571,20.9572,2.3571,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,32) Other manufacturing,6.4615,0.0,0.0,6.4615,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,33) Repair and installation of machinery and equipment,27.4,3.3,11.7,10.4,2.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,37) Sewerage,4.0,0.0,2.0,2.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,"38) Waste collection, treatment and disposal activities; materials recovery",3.0,0.0,0.0,3.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,Total,874.6693,35.2476,159.5201,625.6709,54.2307,0.0
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,10) Manufacture of food products,617.1089,33.5829,69.7222,451.1116,50.6923,12.0
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,11) Manufacture of beverages,36.7143,5.0,8.3333,23.3809,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,12) Manufacture of tobacco products,4.0,0.0,0.0,3.0,1.0,0.0
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,13) Manufacture of textiles,89.7128,0.0,0.0,87.3795,2.3333,0.0
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,14) Manufacture of wearing apparel,241.5667,23.5,54.2,159.7333,4.1333,0.0
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,15) Manufacture of leather and related products,13.3333,0.0,0.0,13.3333,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,"16) Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",249.9058,0.0,18.3226,231.5832,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,17) Manufacture of paper and paper products,335.7785,3.7059,14.7065,225.6996,91.6667,0.0
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,18) Printing and reproduction of recorded media,273.0151,0.0,107.0,154.6818,11.3333,0.0
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,19) Manufacture of coke and refined petroleum products,51.375,0.0,13.125,34.375,3.875,0.0
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,20) Manufacture of chemicals and chemical products,700.6694,53.6471,75.6471,450.1611,121.2143,0.0
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,"21) Manufacture of pharmaceuticals, medicinal chemical and botanical products",242.5,0.0,8.8334,180.75,52.9167,0.0
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,22) Manufacture of rubber and plastics products,519.3886,118.7083,97.789,302.8912,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,23) Manufacture of other non-metallic mineral products,159.1341,6.0,40.0883,101.6383,11.4074,0.0
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,24) Manufacture of basic metals,77.2321,0.0,4.875,72.3571,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,"25) Manufacture of fabricated metal products, except machinery and equipment",815.1997,0.0,70.3485,572.5338,167.2174,5.1
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,"26) Manufacture of computer, electronic and optical products",153.475,0.0,61.775,79.95,11.75,0.0
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,27) Manufacture of electrical equipment,100.6563,0.0,17.7273,79.3836,3.5455,0.0
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,28) Manufacture of machinery and equipment n.e.c.,330.6452,0.0,151.2,153.2452,26.2,0.0
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,"29) Manufacture of motor vehicles, trailers and semi-trailers",78.6572,0.0,16.2286,42.0572,20.3715,0.0
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,30) Manufacture of other transport equipment,76.25,0.0,18.875,57.375,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,31) Manufacture of furniture,135.295,0.0,33.0513,94.3975,7.8462,0.0
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,32) Other manufacturing,404.0936,0.0,95.4608,268.0055,40.6275,0.0
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,33) Repair and installation of machinery and equipment,48.1111,0.0,10.5556,25.4445,12.1111,0.0
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,37) Sewerage,8.6667,0.0,2.3333,5.0,1.3333,0.0
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,"38) Waste collection, treatment and disposal activities; materials recovery",84.0,50.0,0.0,27.6,6.4,0.0
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,Total,5846.4844,294.1442,990.1978,3897.0682,647.9748,17.1
2020,1) Municipal Area,02) Manufacturing,07) More than 200 persons,10) Manufacture of food products,1802.1364,259.467,633.8462,807.6139,96.7653,4.4444
2020,1) Municipal Area,02) Manufacturing,07) More than 200 persons,11) Manufacture of beverages,82.0,1.5,6.5,74.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,07) More than 200 persons,12) Manufacture of tobacco products,11.0,0.0,1.0,6.0,4.0,0.0
2020,1) Municipal Area,02) Manufacturing,07) More than 200 persons,13) Manufacture of textiles,454.3585,42.2683,104.1639,289.0193,17.7641,1.1429
