Year,Area,Economic activity,Size of establishment,Division of industry,Number of establishments needing ICT personnel,Total of Need (ICT personnel ),Need - Chief Information Officer - CIO  ,Need - Information Technology Department Manager,Need - Computer System  Designers and Analysts  ,Need - Computer Programmer,Need - Computer Associate Professionals,Need - Others
2020,1) Municipal Area,"01) Libraries, archives, museums    and other cultural",01) 1 - 10 persons,"91) Libraries, archives, museums and other cultural activities",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,"01) Libraries, archives, museums    and other cultural",01) 1 - 10 persons,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,"01) Libraries, archives, museums    and other cultural",02) 11 - 15 persons,"91) Libraries, archives, museums and other cultural activities",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,"01) Libraries, archives, museums    and other cultural",02) 11 - 15 persons,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,"01) Libraries, archives, museums    and other cultural",03) 16 - 25 persons,"91) Libraries, archives, museums and other cultural activities",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,"01) Libraries, archives, museums    and other cultural",03) 16 - 25 persons,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,"01) Libraries, archives, museums    and other cultural",04) 26 - 30 persons,"91) Libraries, archives, museums and other cultural activities",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,"01) Libraries, archives, museums    and other cultural",04) 26 - 30 persons,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,"01) Libraries, archives, museums    and other cultural",05) 31 - 50 persons,"91) Libraries, archives, museums and other cultural activities",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,"01) Libraries, archives, museums    and other cultural",05) 31 - 50 persons,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,"01) Libraries, archives, museums    and other cultural",06) 51 -  200 persons,"91) Libraries, archives, museums and other cultural activities",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,"01) Libraries, archives, museums    and other cultural",06) 51 -  200 persons,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,"01) Libraries, archives, museums    and other cultural",07) More than 200 persons,"91) Libraries, archives, museums and other cultural activities",1.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0
2020,1) Municipal Area,"01) Libraries, archives, museums    and other cultural",07) More than 200 persons,Total,1.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0
2020,1) Municipal Area,"01) Libraries, archives, museums    and other cultural",Total,"91) Libraries, archives, museums and other cultural activities",1.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0
2020,1) Municipal Area,"01) Libraries, archives, museums    and other cultural",Total,Total,1.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,10) Manufacture of food products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,11) Manufacture of beverages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,12) Manufacture of tobacco products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,13) Manufacture of textiles,18.3421,18.3421,0.0,0.0,0.0,0.0,0.0,18.3421
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,14) Manufacture of wearing apparel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,15) Manufacture of leather and related products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,"16) Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,17) Manufacture of paper and paper products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,18) Printing and reproduction of recorded media,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,19) Manufacture of coke and refined petroleum products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,20) Manufacture of chemicals and chemical products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,"21) Manufacture of pharmaceuticals, medicinal chemical and botanical products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,22) Manufacture of rubber and plastics products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,23) Manufacture of other non-metallic mineral products,10.7556,10.7556,0.0,0.0,0.0,0.0,0.0,10.7556
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,24) Manufacture of basic metals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,"25) Manufacture of fabricated metal products, except machinery and equipment",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,"26) Manufacture of computer, electronic and optical products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,27) Manufacture of electrical equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,28) Manufacture of machinery and equipment n.e.c.,2.1111,4.2222,0.0,0.0,0.0,0.0,4.2222,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,"29) Manufacture of motor vehicles, trailers and semi-trailers",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,30) Manufacture of other transport equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,31) Manufacture of furniture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,32) Other manufacturing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,33) Repair and installation of machinery and equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,37) Sewerage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,"38) Waste collection, treatment and disposal activities; materials recovery",2.7619,2.7619,0.0,0.0,0.0,0.0,2.7619,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,39) Remediation activities and other waste management services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,Total,33.9707,36.0818,0.0,0.0,0.0,0.0,6.9841,29.0977
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,10) Manufacture of food products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,11) Manufacture of beverages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,12) Manufacture of tobacco products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,13) Manufacture of textiles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,14) Manufacture of wearing apparel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,15) Manufacture of leather and related products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,"16) Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,17) Manufacture of paper and paper products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,18) Printing and reproduction of recorded media,2.2727,4.5455,0.0,0.0,0.0,0.0,2.2727,2.2727
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,19) Manufacture of coke and refined petroleum products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,20) Manufacture of chemicals and chemical products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,"21) Manufacture of pharmaceuticals, medicinal chemical and botanical products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,22) Manufacture of rubber and plastics products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,23) Manufacture of other non-metallic mineral products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,24) Manufacture of basic metals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,"25) Manufacture of fabricated metal products, except machinery and equipment",7.8667,15.7333,0.0,15.7333,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,"26) Manufacture of computer, electronic and optical products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,27) Manufacture of electrical equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,28) Manufacture of machinery and equipment n.e.c.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,"29) Manufacture of motor vehicles, trailers and semi-trailers",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,30) Manufacture of other transport equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,31) Manufacture of furniture,3.8947,3.8947,0.0,0.0,0.0,0.0,0.0,3.8947
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,32) Other manufacturing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,33) Repair and installation of machinery and equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,37) Sewerage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,"38) Waste collection, treatment and disposal activities; materials recovery",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,02) 11 - 15 persons,Total,14.0341,24.1735,0.0,15.7333,0.0,0.0,2.2727,6.1674
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,10) Manufacture of food products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,11) Manufacture of beverages,2.8571,2.8571,0.0,0.0,0.0,2.8571,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,12) Manufacture of tobacco products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,13) Manufacture of textiles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,14) Manufacture of wearing apparel,4.4444,22.2222,4.4444,4.4444,4.4444,4.4444,4.4444,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,15) Manufacture of leather and related products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,"16) Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,17) Manufacture of paper and paper products,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,18) Printing and reproduction of recorded media,11.5143,12.9588,0.0,0.0,4.3434,0.0,0.0,8.6154
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,19) Manufacture of coke and refined petroleum products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,20) Manufacture of chemicals and chemical products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,"21) Manufacture of pharmaceuticals, medicinal chemical and botanical products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,22) Manufacture of rubber and plastics products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,23) Manufacture of other non-metallic mineral products,4.05,8.1,0.0,0.0,0.0,0.0,8.1,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,24) Manufacture of basic metals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,"25) Manufacture of fabricated metal products, except machinery and equipment",11.8462,11.8462,0.0,0.0,0.0,0.0,11.8462,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,"26) Manufacture of computer, electronic and optical products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,27) Manufacture of electrical equipment,7.2222,32.5,0.0,0.0,0.0,3.6111,0.0,28.8889
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,28) Manufacture of machinery and equipment n.e.c.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,"29) Manufacture of motor vehicles, trailers and semi-trailers",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,30) Manufacture of other transport equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,31) Manufacture of furniture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,32) Other manufacturing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,33) Repair and installation of machinery and equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,37) Sewerage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,"38) Waste collection, treatment and disposal activities; materials recovery",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,03) 16 - 25 persons,Total,43.9342,92.4843,4.4444,6.4444,8.7878,10.9126,24.3906,37.5043
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,10) Manufacture of food products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,11) Manufacture of beverages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,13) Manufacture of textiles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,14) Manufacture of wearing apparel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,15) Manufacture of leather and related products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,"16) Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",6.3333,6.3333,0.0,0.0,6.3333,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,17) Manufacture of paper and paper products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,18) Printing and reproduction of recorded media,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,19) Manufacture of coke and refined petroleum products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,20) Manufacture of chemicals and chemical products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,"21) Manufacture of pharmaceuticals, medicinal chemical and botanical products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,22) Manufacture of rubber and plastics products,6.0833,6.0833,0.0,0.0,0.0,0.0,6.0833,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,23) Manufacture of other non-metallic mineral products,4.5,17.25,2.75,4.5,2.75,2.75,4.5,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,24) Manufacture of basic metals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,"25) Manufacture of fabricated metal products, except machinery and equipment",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,"26) Manufacture of computer, electronic and optical products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,27) Manufacture of electrical equipment,2.6,2.6,0.0,0.0,0.0,2.6,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,28) Manufacture of machinery and equipment n.e.c.,2.1111,4.2222,0.0,0.0,2.1111,0.0,2.1111,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,"29) Manufacture of motor vehicles, trailers and semi-trailers",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,30) Manufacture of other transport equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,31) Manufacture of furniture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,32) Other manufacturing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,33) Repair and installation of machinery and equipment,1.8,1.8,0.0,0.0,0.0,1.8,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,37) Sewerage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,"38) Waste collection, treatment and disposal activities; materials recovery",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,04) 26 - 30 persons,Total,23.4277,38.2888,2.75,4.5,11.1944,7.15,12.6944,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,10) Manufacture of food products,14.3044,28.6087,8.2609,0.0,8.2609,6.0435,6.0435,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,11) Manufacture of beverages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,12) Manufacture of tobacco products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,13) Manufacture of textiles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,14) Manufacture of wearing apparel,2.4,2.4,0.0,0.0,0.0,0.0,2.4,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,15) Manufacture of leather and related products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,"16) Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,17) Manufacture of paper and paper products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,18) Printing and reproduction of recorded media,2.9091,2.9091,2.9091,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,19) Manufacture of coke and refined petroleum products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,20) Manufacture of chemicals and chemical products,8.375,33.5,0.0,0.0,8.375,8.375,8.375,8.375
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,"21) Manufacture of pharmaceuticals, medicinal chemical and botanical products",4.3636,4.3636,0.0,0.0,0.0,0.0,4.3636,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,22) Manufacture of rubber and plastics products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,23) Manufacture of other non-metallic mineral products,2.8,2.8,0.0,0.0,0.0,2.8,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,24) Manufacture of basic metals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,"25) Manufacture of fabricated metal products, except machinery and equipment",5.5263,5.5263,0.0,0.0,0.0,5.5263,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,"26) Manufacture of computer, electronic and optical products",3.8889,7.7778,0.0,0.0,3.8889,3.8889,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,27) Manufacture of electrical equipment,9.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,28) Manufacture of machinery and equipment n.e.c.,7.85,7.85,0.0,0.0,0.0,7.85,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,"29) Manufacture of motor vehicles, trailers and semi-trailers",3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,30) Manufacture of other transport equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,31) Manufacture of furniture,7.6238,12.8904,0.0,5.2667,0.0,7.6238,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,32) Other manufacturing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,33) Repair and installation of machinery and equipment,1.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,37) Sewerage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,"38) Waste collection, treatment and disposal activities; materials recovery",3.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0
2020,1) Municipal Area,02) Manufacturing,05) 31 - 50 persons,Total,76.0411,129.6259,11.17,8.2667,29.5248,43.1075,29.1821,8.375
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,10) Manufacture of food products,51.584,92.4756,0.0,0.0,25.1189,35.5454,16.0386,15.7727
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,11) Manufacture of beverages,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,12) Manufacture of tobacco products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,13) Manufacture of textiles,4.8571,4.8571,0.0,0.0,0.0,0.0,4.8571,0.0
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,14) Manufacture of wearing apparel,20.8999,20.8999,4.1333,0.0,4.1333,4.1333,8.5,0.0
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,15) Manufacture of leather and related products,5.4,5.4,0.0,0.0,0.0,0.0,0.0,5.4
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,"16) Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",6.0,16.0,0.0,0.0,0.0,8.0,8.0,0.0
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,17) Manufacture of paper and paper products,3.7059,3.7059,0.0,3.7059,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,18) Printing and reproduction of recorded media,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,19) Manufacture of coke and refined petroleum products,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,20) Manufacture of chemicals and chemical products,24.6975,49.1092,13.4118,5.5,0.0,13.4118,11.2857,5.5
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,"21) Manufacture of pharmaceuticals, medicinal chemical and botanical products",4.3333,4.3333,0.0,0.0,0.0,4.3333,0.0,0.0
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,22) Manufacture of rubber and plastics products,11.1714,22.3429,0.0,0.0,0.0,0.0,22.3429,0.0
2020,1) Municipal Area,02) Manufacturing,06) 51 -  200 persons,23) Manufacture of other non-metallic mineral products,7.875,13.125,0.0,2.625,0.0,5.25,2.625,2.625
