Year,Area,Economic activity,Size of establishment,Division of industry,Number of establishments using Internet,Sending or receiving  e-mail  ,Getting information about goods  or services ,Getting information from government organizations ,Interacting with  government organization ,Purchase/ sale goods and services or trading  partner,Delivering products  online  in digitized  form  ,Internet banking or accessing other financial services , Training via e-learning  system ,VoIP / video conferencing,Use of instant messaging/ bulletin boards  ,Internal or  external recruitment  
2016,1) Municipal Area,01) Business Trade and Services,04) 26 - 30 persons,"46) Wholesale trade, except of motor vehicles and motorcycles",477.8831,366.0123,459.5123,343.6291,296.1499,172.1665,9.5,57.1166,9.5833,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,04) 26 - 30 persons,"47) Retail trade, except of motor vehicles and motorcycles",333.3797,277.8797,246.1756,179.8605,157.0287,139.312,20.4,76.0953,5.6667,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,04) 26 - 30 persons,55) Accommodation,119.882,119.882,107.6154,58.8514,60.177,47.7053,4.3,11.4795,6.1462,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,04) 26 - 30 persons,56) Food and beverage service activities,291.8902,249.2617,201.6827,48.2952,20.7618,40.246,12.3874,12.3874,22.9055,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,04) 26 - 30 persons,68) Real estate activities,69.9501,69.9501,58.6334,28.3667,10.9834,21.15,0.0,9.1667,0.0,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,04) 26 - 30 persons,69) Legal and accounting activities,16.0,16.0,12.5,9.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,04) 26 - 30 persons,70) Activities of head offices; management consultancy activities,7.0,7.0,7.0,0.0,0.0,2.3333,0.0,0.0,0.0,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,04) 26 - 30 persons,71) Architectural and engineering activities; technical testing and analysis,28.0,28.0,28.0,15.0,5.3333,1.0,4.3333,5.3333,0.0,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,04) 26 - 30 persons,73) Advertising and market research,13.0,13.0,13.0,8.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,04) 26 - 30 persons,"74) Other professional, scientific and technical activities",17.0,13.0,8.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,04) 26 - 30 persons,77) Rental and leasing activities,14.1666,14.1666,14.1666,10.3333,2.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,04) 26 - 30 persons,78) Employment activities,7.5,6.0,7.5,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,04) 26 - 30 persons,"79) Travel agency, tour operator, reservation service and related activities",31.0,31.0,30.0,21.75,14.5,13.25,4.625,12.875,5.625,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,04) 26 - 30 persons,80) Security and investigation activities,20.5556,17.6667,17.1111,9.8889,9.1111,1.4444,2.8889,2.8889,1.4444,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,04) 26 - 30 persons,81) Services to buildings and landscape activities,21.0,19.0,19.3333,13.0,10.0,5.3333,0.0,0.0,0.0,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,04) 26 - 30 persons,"82) Office administrative, office support and other business support activities",14.6667,14.6667,14.6667,4.3333,4.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,04) 26 - 30 persons,"90) Creative, arts and entertainment activities",6.1818,1.0,1.0,5.1818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,04) 26 - 30 persons,"91) Libraries, archives, museums and other cultural activities",2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,04) 26 - 30 persons,93) Sports activities and amusement and recreation activities,10.5,8.1667,10.5,6.6667,5.6667,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,04) 26 - 30 persons,95) Repair of computers and personal and household goods,7.0,7.0,4.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,04) 26 - 30 persons,96) Other personal service activities,9.3334,9.3334,7.8334,2.6667,1.1667,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,04) 26 - 30 persons,Total,1747.6152,1481.027,1489.3474,903.4767,762.5377,565.8168,65.071,248.2625,59.6439,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,05) 31 - 50 persons,45) Wholesale and retail trade and repair of motor vehicles and motorcycles,540.6515,489.9486,491.5875,280.0298,193.5088,206.8816,31.861,141.6295,74.1631,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,05) 31 - 50 persons,"46) Wholesale trade, except of motor vehicles and motorcycles",1146.5372,1059.306,977.4167,661.8399,527.7758,252.0031,19.3175,148.1097,8.5039,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,05) 31 - 50 persons,"47) Retail trade, except of motor vehicles and motorcycles",581.7954,529.921,486.346,327.1941,299.5838,187.3425,46.2464,116.69,83.6686,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,05) 31 - 50 persons,55) Accommodation,351.6137,337.6934,326.021,209.1453,190.5368,145.5286,28.5882,78.696,25.9261,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,05) 31 - 50 persons,56) Food and beverage service activities,492.2833,427.8382,306.3386,154.1726,74.2197,66.8654,0.0,9.7745,4.8,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,05) 31 - 50 persons,68) Real estate activities,152.0713,137.9046,119.2143,98.5476,56.619,31.5,11.5,8.8333,13.9286,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,05) 31 - 50 persons,69) Legal and accounting activities,31.0,31.0,17.8571,22.5714,31.0,2.0,1.0,5.7143,0.0,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,05) 31 - 50 persons,70) Activities of head offices; management consultancy activities,20.0,20.0,20.0,15.25,10.5,0.0,4.75,10.5,4.75,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,05) 31 - 50 persons,71) Architectural and engineering activities; technical testing and analysis,47.2,47.2,40.1615,33.9923,32.7231,13.4769,2.7692,14.8462,6.5385,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,05) 31 - 50 persons,72) Scientific research and development,5.0,3.5,5.0,3.0,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,05) 31 - 50 persons,73) Advertising and market research,53.0,51.0,41.0,29.0,41.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,05) 31 - 50 persons,"74) Other professional, scientific and technical activities",43.0,36.0,29.0,19.0,27.0,6.0,3.0,10.0,2.0,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,05) 31 - 50 persons,77) Rental and leasing activities,18.8,17.6,18.8,14.85,14.85,3.0,0.0,4.75,0.0,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,05) 31 - 50 persons,78) Employment activities,11.9999,10.3332,10.6666,5.6666,5.0,1.6667,1.6667,1.6667,0.0,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,05) 31 - 50 persons,"79) Travel agency, tour operator, reservation service and related activities",38.6667,38.6667,35.6667,20.6667,14.6667,17.6667,0.0,14.6667,2.6667,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,05) 31 - 50 persons,80) Security and investigation activities,55.6111,49.4445,40.389,32.3334,11.6111,7.5556,3.7778,0.0,5.2778,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,05) 31 - 50 persons,81) Services to buildings and landscape activities,36.0,36.0,34.75,23.4166,18.6666,8.0833,0.0,3.0,1.25,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,05) 31 - 50 persons,"82) Office administrative, office support and other business support activities",25.5,23.5,25.5,15.25,3.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,05) 31 - 50 persons,"90) Creative, arts and entertainment activities",5.4127,0.0,5.4127,0.0,0.0,1.7778,0.0,0.0,0.0,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,05) 31 - 50 persons,"91) Libraries, archives, museums and other cultural activities",4.0,4.0,4.0,2.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,05) 31 - 50 persons,93) Sports activities and amusement and recreation activities,18.5,18.5,13.0,7.625,9.875,4.5,0.0,2.25,0.0,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,05) 31 - 50 persons,95) Repair of computers and personal and household goods,9.0,9.0,3.6667,1.0,3.6667,3.6667,0.0,0.0,0.0,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,05) 31 - 50 persons,96) Other personal service activities,45.5047,45.5047,38.6714,15.9904,14.9904,5.3571,1.8571,5.3571,6.8333,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,05) 31 - 50 persons,Total,3733.1475,3423.8609,3090.4658,1993.0417,1583.7935,981.872,157.8339,577.984,247.8066,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,45) Wholesale and retail trade and repair of motor vehicles and motorcycles,588.9863,549.6292,498.1538,396.122,432.5536,254.2288,62.9997,219.0623,116.9681,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,"46) Wholesale trade, except of motor vehicles and motorcycles",1026.0908,925.0123,866.3832,654.082,639.9394,463.7551,101.5232,291.7373,72.623,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,"47) Retail trade, except of motor vehicles and motorcycles",741.2281,690.4032,611.7271,398.2531,410.4626,363.8606,109.9689,139.4093,181.8834,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,55) Accommodation,647.455,627.1662,627.8937,454.2595,486.1,280.625,26.7165,178.2444,15.5882,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,56) Food and beverage service activities,224.3928,184.2202,177.2203,92.3512,89.0179,67.7798,3.0,43.5894,28.0893,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,68) Real estate activities,159.7501,149.8334,138.4167,117.5,103.8334,39.0,10.25,22.0,8.5,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,69) Legal and accounting activities,42.0,34.4,41.0,24.8,19.2,8.6,1.0,10.6,8.6,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,70) Activities of head offices; management consultancy activities,16.0,12.8,9.6,9.6,12.8,3.2,0.0,6.4,6.4,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,71) Architectural and engineering activities; technical testing and analysis,61.0,61.0,51.0,43.0,38.0,19.0,22.0,27.0,17.0,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,72) Scientific research and development,5.0,5.0,4.0,5.0,4.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,73) Advertising and market research,47.0,47.0,47.0,28.4,24.0,15.2,4.4,19.6,8.8,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,"74) Other professional, scientific and technical activities",43.25,40.05,36.9667,23.1666,25.15,9.6,1.3333,1.0,0.0,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,77) Rental and leasing activities,44.3572,44.3572,38.6429,36.2501,31.6786,15.6786,1.1429,19.0,4.1429,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,78) Employment activities,58.5665,55.9665,49.1332,29.8998,23.9666,7.5999,2.6,9.6,3.8333,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,"79) Travel agency, tour operator, reservation service and related activities",39.5,39.5,36.0,14.1429,10.4286,12.2143,5.2143,8.7143,1.5,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,80) Security and investigation activities,195.2334,173.8123,170.6263,123.6842,71.6615,16.9071,12.6141,9.8667,9.7404,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,81) Services to buildings and landscape activities,49.0001,47.6667,45.7501,31.0,29.4166,17.3334,1.3333,15.6667,3.0,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,"82) Office administrative, office support and other business support activities",50.5,45.8333,39.0,29.4166,20.8333,15.6666,3.6667,11.0,7.4167,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,"90) Creative, arts and entertainment activities",10.6666,3.0,3.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,"91) Libraries, archives, museums and other cultural activities",6.0,6.0,5.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,93) Sports activities and amusement and recreation activities,53.1869,51.7583,51.1869,28.8114,32.5678,15.1428,3.9286,15.5367,0.0,0.0,0.0,0.0
